word,entropy_bits,expected_remaining,worst_case_remaining,is_possible_answer,frequency_score
heugh,3.709601,340.2631,655,0,1.096112
xysti,3.709417,300.9473,655,0,1.085313
vills,3.708971,356.6968,761,0,1.010583
pomos,3.708913,408.4566,875,0,0.976242
kists,3.708657,351.1106,782,0,1.024838
gusts,3.708644,381.1503,835,0,1.002160
haggs,3.708611,321.7654,690,0,1.072138
scogs,3.708118,333.2972,740,0,1.045356
abask,3.707898,369.2168,807,0,1.023758
halal,3.707614,377.2479,831,0,1.009935
snows,3.707491,369.2289,817,0,1.042765
cycad,3.706789,344.9896,729,0,1.046652
halva,3.706655,352.1715,770,0,1.029158
jello,3.706445,289.4259,536,0,1.166739
cutch,3.706136,432.6734,920,0,1.012527
jukes,3.705935,298.5542,599,0,1.142981
thigh,3.705868,380.0626,835,1,1.028078
pogos,3.705847,383.5451,833,0,0.978402
jebel,3.705779,355.6108,772,0,1.034341
occam,3.705158,322.8298,625,0,1.079482
usurp,3.704848,335.1218,693,1,1.066523
wombs,3.704479,368.3598,797,0,0.989849
pujah,3.704385,337.4259,676,0,1.051620
gumbo,3.703959,411.0622,869,1,0.957667
oxims,3.703619,303.2626,630,0,1.073650
kirks,3.703503,298.8393,619,0,1.098056
moops,3.703432,407.6099,875,0,0.990497
goops,3.703297,384.3659,833,0,0.993089
gauzy,3.703140,341.4069,706,0,1.123974
quods,3.702890,338.5819,743,0,1.047948
gucks,3.702501,381.4138,819,0,0.971490
putty,3.702372,406.9646,881,1,1.018575
cacks,3.701842,355.4536,755,0,1.080562
tatts,3.701236,335.4216,732,0,1.107343
bumps,3.701146,397.9339,859,0,0.967171
offal,3.700993,300.6415,567,1,1.137581
seems,3.700932,359.1270,756,0,1.043844
aghas,3.700581,314.6510,690,0,1.030886
happi,3.700426,303.1227,602,0,1.091577
folly,3.699845,388.2907,835,1,1.067603
yapps,3.699775,321.5590,688,0,1.087257
mapau,3.699425,352.9326,760,0,1.004968
mahua,3.698759,344.4272,730,0,1.004752
clock,3.698666,380.6320,823,1,1.047516
gyoza,3.698218,314.4687,590,0,1.108855
yeses,3.698130,307.0639,659,0,1.050540
fjeld,3.696945,334.5352,659,0,1.125486
aways,3.696306,325.9261,716,0,1.038229
gaddi,3.696012,333.4009,667,0,1.085529
dazed,3.695848,296.2475,593,0,1.209935
lisks,3.695497,344.1024,746,0,1.013175
jupon,3.694767,365.1114,808,0,1.000432
enfix,3.694765,328.2562,572,0,1.154212
click,3.693613,396.6337,860,1,1.041037
pully,3.693517,422.9914,905,0,1.015551
baccy,3.692948,363.4587,774,0,1.108207
zings,3.692767,355.3317,770,0,1.027214
pyxed,3.692749,335.1201,672,0,1.093952
loppy,3.692601,356.0747,776,0,1.081425
bonny,3.691803,400.7598,874,0,1.069330
fluky,3.691068,406.7175,880,0,1.033045
shews,3.690913,361.4829,664,0,1.132181
shyly,3.690699,344.3693,751,1,1.120734
askos,3.690204,297.9305,574,0,1.110367
haugh,3.689896,346.2527,721,0,1.046004
wahoo,3.689795,324.5214,668,0,1.057451
agmas,3.689577,341.2091,726,0,1.007127
choom,3.689379,464.8687,984,0,0.940821
imaum,3.689199,287.9581,514,0,1.106911
juicy,3.689060,346.0989,776,1,1.075594
malwa,3.688378,372.2657,811,0,1.017279
gazar,3.688170,343.0337,740,0,1.072786
unban,3.688010,341.1097,682,0,1.044492
umiaq,3.687906,290.3771,514,0,1.118790
fanga,3.687773,384.5240,821,0,1.004536
pulus,3.687645,378.5067,812,0,1.014255
yecch,3.687031,330.3235,572,0,1.122030
babus,3.686905,310.6009,645,0,1.113175
kimbo,3.686772,345.4674,719,0,0.980346
polyp,3.686688,356.6397,776,1,1.028078
souks,3.686607,383.5054,844,0,1.036933
mauzy,3.686391,348.2069,721,0,1.121382
cynic,3.685899,356.9317,790,1,1.009287
rajah,3.685415,321.5408,681,1,1.083801
ponzu,3.685382,355.3369,797,0,1.015767
gings,3.684551,367.0726,788,0,1.036285
taffy,3.684080,325.9564,692,1,1.139741
moong,3.683842,447.9071,958,0,0.970842
padma,3.683783,390.2760,832,0,0.971706
keefs,3.683661,348.8695,721,0,1.009935
nanas,3.683633,334.6173,739,0,1.043844
finis,3.683346,380.7201,819,0,1.018359
boxty,3.683240,356.9516,772,0,1.099136
stums,3.682777,397.3421,853,0,1.034989
aboma,3.682459,348.7071,684,0,1.042549
skyey,3.682340,299.0415,592,0,1.225270
dweeb,3.682180,406.3745,855,0,0.957883
judos,3.681855,338.7382,734,0,1.023542
quids,3.681031,342.9188,755,0,1.041469
whomp,3.680923,418.4341,905,0,0.944924
jived,3.680627,341.0190,691,0,1.124190
inwit,3.680420,374.9197,824,0,1.009503
looky,3.679829,379.5201,822,0,1.060475
umphs,3.679061,388.4099,850,0,0.947948
fjord,3.678121,364.5430,782,1,1.053996
wifie,3.678109,340.0816,691,0,1.101512
swaps,3.677831,367.9952,770,0,1.066307
kasha,3.677084,351.4242,764,0,1.017711
kamas,3.676949,369.5745,805,0,1.001728
casas,3.676408,360.9948,793,0,1.021814
weize,3.675631,343.1832,757,0,1.058099
allay,3.675562,395.5901,846,1,1.064579
comms,3.675366,367.4112,787,0,1.018575
stiff,3.675229,358.7166,792,1,1.090281
jells,3.674413,302.8790,599,0,1.138229
alkyl,3.674400,361.0251,778,0,1.050756
jubas,3.673904,318.0151,634,0,1.083801
minny,3.673065,407.9460,884,0,1.040605
bucks,3.672608,407.9114,859,0,0.969762
naggy,3.671929,353.1970,735,0,1.123110
boohs,3.671791,393.9244,842,0,1.000864
desks,3.671751,320.8307,647,0,1.083369
scaff,3.671413,322.5844,688,0,1.109719
wolly,3.671395,389.3456,831,0,1.050540
vanda,3.671352,376.4013,807,0,0.988121
vichy,3.671176,369.3888,804,0,1.030886
mimsy,3.670941,367.8156,799,0,1.050756
quipo,3.670838,316.1006,648,0,1.055508
hully,3.670275,393.5927,843,0,1.014039
xerox,3.670275,267.5857,548,0,1.242117
dawah,3.670206,388.6717,848,0,0.960475
pulps,3.670176,380.0739,812,0,1.007343
boyos,3.669999,376.7382,803,0,0.993305
mohos,3.669974,396.3883,852,0,0.971706
quops,3.669949,361.2842,791,0,1.033477
azans,3.669730,332.8022,728,0,1.056587
busky,3.669522,403.1512,860,0,1.032397
sways,3.669198,338.7641,716,0,1.086825
doobs,3.669001,389.6462,817,0,0.982721
solos,3.668919,365.4190,792,0,1.037365
myoma,3.668359,331.4233,619,0,1.101512
humpy,3.668133,414.6026,894,0,0.977106
dhaba,3.668008,373.3343,806,0,0.971922
lalls,3.667107,336.0920,727,0,1.091145
beses,3.666353,358.7451,774,0,1.021814
bubas,3.666270,324.8955,645,0,1.105184
volva,3.665621,314.6043,604,0,1.145140
hafiz,3.665398,317.7594,645,0,1.061339
adaws,3.665126,337.7266,722,0,1.017495
kanji,3.665014,310.1058,633,0,1.111447
purpy,3.664807,376.3832,766,0,1.084017
asway,3.664153,334.9940,716,0,1.076890
idyll,3.664054,372.0263,801,1,0.985961
opepe,3.663873,325.1901,659,0,1.058963
riffs,3.663764,311.6842,622,0,1.084449
ginny,3.663674,432.3486,916,0,1.043197
kheth,3.663565,345.1711,619,0,1.128942
winns,3.663023,389.1391,833,0,1.006479
paddy,3.662872,375.2773,784,1,1.088121
expel,3.662458,349.8069,738,1,1.034989
geeky,3.662266,348.1775,701,1,1.058963
quich,3.662015,394.3270,860,0,1.012095
toffs,3.661895,337.5849,745,0,1.048380
chowk,3.661798,451.6229,953,0,0.975378
feyly,3.661266,329.4156,602,0,1.207127
noggs,3.661176,355.0371,763,0,1.031749
furry,3.660053,394.0860,833,1,1.044708
shwas,3.660036,366.9473,750,0,1.065875
alula,3.659765,368.9335,758,0,1.028294
vroom,3.659075,399.6834,853,0,1.002592
jowls,3.658545,332.3235,713,0,1.046004
hobos,3.658228,393.9961,842,0,0.960475
zizel,3.658130,288.0739,586,0,1.179698
cuppa,3.658045,362.3529,698,0,1.053132
civil,3.657461,406.6553,874,1,0.982073
canna,3.656678,391.1114,843,0,1.015335
humfs,3.656032,406.9533,869,0,0.929806
fuzed,3.655913,351.0769,702,0,1.084017
witty,3.655889,385.2471,825,1,1.025702
beefy,3.655853,366.4402,726,1,1.055076
nymph,3.655738,371.2592,799,1,0.926566
hoody,3.655518,416.7555,899,0,1.015767
busts,3.655185,398.5076,855,0,1.000432
skink,3.654633,380.8125,840,0,1.073650
duomo,3.654616,436.7866,935,0,0.920734
modii,3.654319,373.1045,799,0,0.994816
debud,3.653338,373.3317,709,0,1.060475
exome,3.652292,317.0622,670,0,1.069114
jauks,3.652251,323.2920,678,0,1.081210
spaws,3.652205,369.5737,770,0,1.064579
quips,3.651749,363.2479,798,0,1.026998
bacha,3.651555,382.1482,826,0,1.000216
caffs,3.651354,324.6942,688,0,1.071706
jerry,3.651347,309.7784,592,0,1.212743
myrrh,3.651292,374.8756,787,1,0.960259
wimpy,3.651085,407.4371,875,1,0.985745
vehme,3.650738,376.3901,814,0,0.982721
snugs,3.650411,413.8786,891,0,0.989201
jaded,3.650346,297.1235,590,0,1.200648
spook,3.649248,424.4592,909,1,0.992225
filly,3.649180,415.6661,877,1,1.039741
reeve,3.648874,383.1201,812,0,1.096760
stumm,3.648806,398.5387,853,0,1.036285
squaw,3.648759,321.9296,646,0,1.107991
loggy,3.648631,366.6942,781,0,1.069114
kebab,3.647934,308.8004,548,1,1.157883
emmet,3.647206,342.6320,718,0,1.033261
sudsy,3.647159,411.2134,890,0,1.055292
cacao,3.646798,347.4060,711,1,1.045140
maqui,3.646553,297.2376,514,0,1.119870
kulak,3.646452,340.8099,691,0,1.085529
takky,3.646401,324.2518,691,0,1.139093
juves,3.646073,311.6920,626,0,1.128078
gawky,3.645950,371.8095,786,1,1.060043
lahal,3.645081,381.2289,831,0,0.991793
eques,3.644977,322.7546,673,0,1.061771
burbs,3.644958,347.0173,690,0,1.066955
stott,3.644843,384.0039,841,0,1.078834
sills,3.644495,377.5158,819,0,1.015983
hasks,3.644242,361.7654,764,0,1.028078
fuzil,3.644003,378.9197,812,0,1.001080
annas,3.643597,347.7516,739,0,1.019438
lippy,3.643578,373.9235,801,0,1.053564
sniff,3.643452,372.8903,819,1,1.041901
whoso,3.643046,438.5922,923,0,0.956371
hijab,3.642920,309.0700,615,0,1.059611
glugs,3.642896,377.3292,794,0,1.001944
epees,3.642784,365.3594,771,0,1.015983
virid,3.642711,388.7391,814,0,1.012959
wicca,3.642529,341.6739,641,0,1.069762
quayd,3.642031,322.2769,684,0,1.080130
jougs,3.641974,358.5525,775,0,1.020734
slubb,3.641703,376.0739,823,0,1.025270
mezes,3.641472,344.7391,740,0,1.021166
xylic,3.640585,326.5413,710,0,1.019006
speks,3.639921,377.4337,696,0,1.109935
gowks,3.639493,381.6039,821,0,0.968683
simps,3.639192,409.4052,883,0,0.979050
yucca,3.638738,334.8998,651,0,1.063931
unpin,3.638638,386.5568,835,0,0.964579
swags,3.638397,362.9516,759,0,1.052052
spims,3.638112,408.1706,883,0,0.996760
convo,3.638034,441.8458,939,0,0.941685
naffs,3.637696,305.1624,647,0,1.080994
jivey,3.637552,308.6181,576,0,1.197624
gowfs,3.637505,377.1762,803,0,0.966523
ducky,3.637477,415.1218,895,0,0.984881
bwana,3.637390,389.1935,834,0,0.995680
skeds,3.637150,338.9205,647,0,1.112311
swoop,3.637102,431.6981,920,1,0.972786
bazar,3.636821,363.6886,774,0,1.071058
boong,3.636627,465.3784,978,0,0.971706
admix,3.636613,339.6575,641,0,1.060475
yeggs,3.636308,299.1538,553,0,1.125054
oggin,3.635591,371.2402,771,0,1.025486
tufts,3.635067,423.7145,903,0,0.957451
mikva,3.634502,353.8354,668,0,1.045572
fulls,3.633931,407.4924,853,0,0.970194
willy,3.633092,402.4670,850,1,1.022678
bhaji,3.633086,316.2916,615,0,1.100432
hight,3.632372,378.6242,835,0,0.994600
qapik,3.632198,335.2177,682,0,1.063067
cruck,3.632134,404.9343,842,0,1.033045
mongo,3.632022,453.7300,958,0,0.928942
yexes,3.631673,305.8743,648,0,1.051836
ummed,3.631665,346.5257,686,0,1.064795
xenon,3.631447,314.3832,579,0,1.139309
mawky,3.630630,379.9633,800,0,1.057451
cutup,3.630493,409.8484,869,0,0.965227
wakfs,3.630194,350.2501,737,0,1.021598
hutch,3.630120,437.0104,920,1,0.984665
abyss,3.629913,329.6989,683,1,1.039957
sojas,3.629460,310.3996,616,0,1.144924
level,3.629281,409.6220,860,1,0.984665
kliks,3.628640,347.1935,746,0,1.038445
kibbe,3.628500,324.6432,646,0,1.095248
deeds,3.628140,358.1050,728,0,1.020086
maggs,3.627036,346.1732,726,0,1.045356
malva,3.627001,399.6298,848,0,1.002376
emmer,3.626884,346.4402,712,0,1.097840
momus,3.626855,380.3503,810,0,1.005832
gutty,3.626849,422.9335,899,0,0.992873
cloff,3.626290,376.5076,814,0,1.005616
lichi,3.626205,355.7387,773,0,0.999784
palla,3.626034,407.4276,867,0,0.991361
kojis,3.625740,311.2082,663,0,1.043197
zooey,3.625378,311.8294,553,0,1.203024
kanga,3.625020,397.6894,841,0,0.977322
rubus,3.624978,352.9490,690,0,1.041901
adrad,3.624771,352.8073,728,0,1.044708
doomy,3.624522,465.4251,978,0,0.989633
ruddy,3.624343,384.3287,776,1,1.071490
sulks,3.624001,407.2488,867,0,0.994600
bocci,3.623925,362.6881,747,0,1.023974
appui,3.623844,311.3309,514,0,1.095248
jacal,3.623701,375.3361,822,0,1.028726
kitty,3.623515,377.7473,816,1,1.015551
zests,3.623019,310.2337,621,0,1.134341
zowee,3.622335,330.5844,723,0,1.072570
gully,3.622182,442.9888,928,1,0.989849
mneme,3.621967,361.5676,768,0,1.008855
ovoli,3.621818,339.1244,712,0,1.016631
dsomo,3.621228,385.4613,810,0,0.953564
sighs,3.621063,386.1983,840,0,0.990713
ribby,3.620931,343.5425,685,0,1.098920
flamm,3.620716,381.0415,815,0,1.053564
undid,3.620154,401.9486,855,1,0.976026
lupus,3.619804,383.6013,812,1,0.990929
lowly,3.619764,390.4013,831,1,1.033045
asana,3.619018,341.9495,739,0,1.050540
alaap,3.617251,398.0756,867,0,1.009503
socks,3.617185,393.1978,850,0,1.009503
zonks,3.617076,363.9875,791,0,1.008207
mekka,3.616260,312.3089,532,0,1.168467
krunk,3.616193,355.7801,750,0,1.045140
spews,3.616083,370.2631,696,0,1.100000
didie,3.615063,360.3227,722,0,1.104968
ended,3.614845,384.8186,781,0,0.998272
vivas,3.614001,301.8492,589,0,1.109935
bosom,3.613464,419.4752,878,1,0.954212
cliff,3.613463,400.0687,864,1,0.999136
howso,3.613197,436.7866,923,0,0.935421
memes,3.612927,356.0704,756,0,1.016847
duked,3.612899,355.1676,698,0,1.061555
tiffs,3.612437,363.7222,792,0,1.020518
skeps,3.612252,377.1944,696,0,1.097840
jests,3.611659,313.7819,621,0,1.134557
noddy,3.611655,394.2994,844,0,1.046220
ugged,3.611589,350.0842,690,0,1.061339
spoof,3.610312,405.4639,875,1,0.975594
bohos,3.609434,397.8916,842,0,0.972570
synds,3.608181,366.0929,802,0,0.981210
egger,3.607840,350.3823,725,0,1.094384
boysy,3.607501,370.3097,803,0,1.072570
swish,3.607478,426.3849,905,1,1.006911
rusks,3.607465,367.4717,731,0,1.012959
goody,3.607209,462.2510,970,1,0.991577
zacks,3.606712,350.2613,741,0,1.053564
guqin,3.606467,425.9002,906,0,0.984017
tooth,3.606299,465.9892,973,1,0.947732
cabby,3.606107,366.6415,774,1,1.086177
wulls,3.605705,398.7063,842,0,0.953132
midis,3.605466,389.6471,820,0,0.959827
dixie,3.605059,354.7806,719,0,1.107343
hussy,3.604844,425.5737,906,1,0.996112
piing,3.604704,449.8363,956,0,0.976026
peeps,3.604617,380.5525,771,0,1.012311
cacas,3.604598,371.6160,793,0,1.016631
azyms,3.604514,332.9119,683,0,1.043197
kibei,3.604388,332.6320,646,0,1.069546
quims,3.604381,368.4894,792,0,1.010151
blook,3.603519,441.5089,923,0,0.959611
booms,3.603153,424.5620,878,0,0.974514
dooks,3.603119,402.2674,848,0,0.961339
sweys,3.603112,340.6035,603,0,1.122246
poyou,3.602582,401.3749,867,0,0.943629
ozeki,3.602204,271.6419,439,0,1.190497
ummas,3.602039,328.3624,651,0,1.057235
wasps,3.601459,366.6156,770,0,1.012311
pussy,3.601317,450.2570,949,0,0.997624
muntu,3.601252,380.6847,817,0,0.975378
piccy,3.600969,412.4436,878,0,1.000432
cirri,3.600875,375.1045,810,0,0.991361
donko,3.600851,442.5559,941,0,0.914039
skags,3.598447,370.9352,780,0,1.048164
stots,3.598304,393.2557,841,0,1.031965
mzees,3.597034,355.2436,740,0,1.005184
knack,3.596888,378.7097,796,1,1.057667
bongo,3.596869,468.6622,978,1,0.929806
pixie,3.596838,353.3274,712,1,1.103672
umami,3.596544,300.2095,514,0,1.096976
oxeye,3.596097,283.0328,554,0,1.085313
gymps,3.595833,395.4043,838,0,0.916415
moody,3.595812,468.0505,978,1,0.988985
foods,3.594420,401.0985,831,0,0.971922
hooks,3.593612,422.0583,893,0,0.956156
klutz,3.593183,363.6229,774,0,0.982073
offed,3.593176,324.6743,607,0,1.106263
juror,3.592753,372.7063,801,1,1.015335
algal,3.592678,439.1166,900,0,0.959395
stubs,3.592376,403.7819,855,0,1.012095
zilla,3.592278,341.6212,660,0,1.084449
cohog,3.592241,442.4263,944,0,0.919870
jacks,3.592171,352.9620,742,0,1.053780
oddly,3.591726,367.3508,766,1,1.053564
dunny,3.591369,453.2238,956,0,0.987041
compo,3.591140,457.2825,961,0,0.901944
nduja,3.590750,328.1369,611,0,1.061339
bunns,3.589859,413.7689,868,0,0.971922
ficin,3.589563,444.1162,937,0,0.947300
squib,3.588179,361.7870,787,1,1.023974
hoofs,3.588035,413.5227,870,0,0.953996
unjam,3.586718,333.6367,658,0,1.038877
inbox,3.586172,359.5227,743,1,1.007775
coppy,3.586022,405.0924,871,0,1.018790
hippo,3.585942,359.1443,730,1,0.977754
skosh,3.585755,421.6816,893,0,1.009503
deffo,3.585599,330.2492,607,0,1.097840
pooks,3.585570,432.7339,909,0,0.957667
savvy,3.585113,348.8350,734,1,1.147948
quell,3.584823,353.8216,661,1,1.098056
happy,3.584128,369.0778,756,1,1.068467
shchi,3.583811,386.7555,820,0,1.034341
daggy,3.583745,398.1957,817,0,1.061339
sluff,3.581844,397.8147,853,0,1.004968
saags,3.581567,391.2160,850,0,1.024406
cusps,3.580929,438.1559,924,0,0.926134
sicks,3.580663,406.9819,871,0,0.981641
swees,3.580549,396.6881,818,0,1.010151
durum,3.580422,409.2160,838,0,0.973650
fiscs,3.580150,392.3728,837,0,0.960259
ebbet,3.579859,364.7028,757,0,1.014255
attap,3.579509,394.5827,820,0,0.948596
smogs,3.579500,396.0168,854,0,0.980130
fatwa,3.579300,378.3270,789,0,0.992225
bezes,3.579254,360.0099,760,0,1.022030
gobos,3.579147,415.1305,856,0,0.936285
zurfs,3.578570,354.5620,705,0,1.021814
ungag,3.578363,354.2881,683,0,1.041685
bumph,3.578205,452.9594,953,0,0.886177
scuds,3.578192,390.6311,834,0,0.963715
appuy,3.578176,358.5715,690,0,1.072138
wicky,3.577909,402.0687,852,0,0.988337
kapok,3.577572,332.7123,654,0,1.055508
yomim,3.576811,350.5231,738,0,0.996976
oozed,3.575565,347.1719,673,0,1.087473
cobbs,3.575099,369.5952,778,0,0.994816
hexed,3.575044,395.3430,831,0,0.959611
execs,3.574995,347.5149,667,0,1.030022
woods,3.574074,428.2380,877,0,0.954860
araba,3.573841,366.1490,783,0,1.042981
funky,3.573581,438.9024,927,1,0.981857
butty,3.573535,436.7400,912,0,0.991145
morro,3.573429,437.6333,910,0,0.944924
lezza,3.573191,281.3317,509,0,1.235637
fucks,3.572967,433.0674,894,0,0.935853
fugue,3.571995,378.4644,732,1,1.065875
klick,3.571327,402.0695,860,0,1.002592
macaw,3.570837,409.3352,871,1,0.938445
wowee,3.570597,339.2644,733,0,1.074730
wadds,3.570142,351.7188,722,0,1.025702
booze,3.569233,359.8631,698,1,1.123542
poofs,3.568958,415.1348,875,0,0.955508
punny,3.568422,450.9093,951,0,0.983369
verve,3.567978,380.8583,812,1,1.080346
etwee,3.567879,372.5983,784,0,1.026134
tuque,3.567661,328.6950,654,0,1.136069
kusso,3.567061,404.6665,844,0,0.953564
fusts,3.567037,429.7611,903,0,0.966523
moobs,3.566829,426.5654,878,0,0.950756
papal,3.566584,410.8695,867,1,0.999784
vexer,3.566370,389.8190,800,0,1.076674
zambo,3.566197,347.7499,676,0,1.039741
snubs,3.565703,408.4644,868,0,0.963715
ebook,3.565300,373.3611,647,0,1.074082
womby,3.565187,436.5438,918,0,0.973866
dawds,3.564968,350.3996,722,0,1.021166
byded,3.564321,370.8549,705,0,1.064147
zobus,3.564219,374.2164,793,0,0.984233
orzos,3.563287,337.5555,701,0,1.039525
gnawn,3.562694,407.5832,835,0,0.987041
goopy,3.562692,451.0017,947,0,0.977106
idiom,3.562432,378.4739,799,1,0.965443
hunch,3.562242,450.9352,945,1,0.940173
bidis,3.562223,400.8497,829,0,0.960691
mihis,3.561958,398.1775,850,0,0.949460
yawny,3.561210,365.5356,758,0,1.084665
skulk,3.560639,409.0717,867,1,1.007775
kumys,3.560286,405.2955,856,0,0.926566
suses,3.560169,343.2238,673,0,1.133477
bully,3.559038,463.5944,955,1,0.988121
quoif,3.558693,345.5711,723,0,1.007127
masks,3.558646,386.1767,805,0,1.001296
jewel,3.558523,376.6052,792,1,0.996112
hygge,3.558180,329.9305,632,0,1.071922
levee,3.557849,410.5715,860,0,1.042549
vacua,3.557832,372.9879,771,0,0.966523
scups,3.557603,440.7132,924,0,0.949244
boody,3.556868,481.2177,992,0,0.989849
jewie,3.556261,346.7063,752,0,1.019006
mucky,3.556078,456.0445,949,1,0.952916
mambo,3.556065,355.2626,684,1,1.047084
skegs,3.555976,361.3620,672,0,1.083585
kaval,3.555371,427.3637,896,0,0.973650
vibex,3.555350,364.6095,718,0,1.066955
wasms,3.554849,375.3283,778,0,0.995464
bumpy,3.554573,463.1952,965,0,0.951188
quack,3.554521,382.4212,782,1,1.052052
lobby,3.554405,388.3425,818,1,1.041469
juked,3.553559,351.2125,689,0,1.053564
titis,3.553201,412.3477,879,0,0.976242
peggy,3.552606,374.0600,681,0,1.107775
tatty,3.552552,374.3253,771,1,1.091361
wryly,3.551500,334.9110,659,1,1.100864
skees,3.551453,393.1019,812,0,1.006263
pyxis,3.550989,379.9564,805,0,0.972138
punji,3.550098,387.5028,824,0,0.979266
exude,3.549812,375.8890,786,0,0.990065
jeeps,3.549639,372.2527,756,0,0.997624
konks,3.549343,380.9594,814,0,0.996760
ataxy,3.549303,356.0600,758,0,1.069546
smews,3.548303,368.5983,680,0,1.074298
griff,3.548283,395.8726,816,0,1.013175
bilby,3.547557,396.8955,831,0,1.043844
tusks,3.547084,427.9737,905,0,0.949028
blubs,3.546800,398.0479,823,0,0.988985
braza,3.546502,370.9006,774,0,1.064147
cooky,3.545680,451.6635,951,0,0.997840
llama,3.545608,434.1568,908,1,0.958531
kecks,3.545544,332.7330,638,0,1.092225
zingy,3.545278,430.5352,903,0,1.011231
sunks,3.545177,444.4402,938,0,0.958099
dekko,3.545169,321.6739,575,0,1.097192
mussy,3.544865,455.5987,949,0,0.969330
yesks,3.544541,328.3676,592,0,1.080994
kurus,3.544298,370.1732,731,0,1.018359
hoggs,3.544121,389.4942,822,0,0.964795
qophs,3.543972,380.2484,820,0,0.974946
baddy,3.543743,412.0816,833,0,1.060691
flava,3.543659,425.7948,885,0,0.989201
gonof,3.543386,486.2864,1001,0,0.896544
sagas,3.543278,397.4881,850,0,0.991361
unzip,3.543025,382.2475,817,1,0.953564
jambo,3.542542,348.3011,675,0,1.039957
kondo,3.542451,446.2035,941,0,0.897408
nawab,3.542407,391.8734,834,0,0.946220
adzed,3.541769,319.2307,593,0,1.155076
choof,3.541705,490.2259,1009,0,0.898056
gucky,3.540077,435.9685,917,0,0.955508
upbow,3.539913,391.0294,834,0,0.901512
quonk,3.539877,420.9378,901,0,0.987041
yechy,3.539676,334.8505,572,0,1.143844
samas,3.539236,412.0575,875,0,0.989201
smush,3.539010,478.8920,987,0,0.946652
hammy,3.538927,392.2328,797,0,1.052268
gussy,3.538482,441.6125,924,0,0.971922
fudgy,3.538214,486.5940,1000,0,0.937149
alapa,3.537875,405.9227,867,0,0.986825
swabs,3.537803,378.1300,777,0,1.026566
towzy,3.537736,384.2743,816,0,1.038877
kanzu,3.537504,338.0004,685,0,1.034557
blaff,3.537249,403.6868,845,0,1.037581
kacks,3.536439,363.2747,755,0,1.042117
seeks,3.536189,403.7637,812,0,0.999568
scows,3.535755,397.2790,841,0,0.988553
icing,3.535175,418.0911,893,1,0.961771
jinks,3.535069,391.3611,827,0,0.980562
doxed,3.535055,356.5292,677,0,1.103672
nooky,3.534620,434.4955,915,0,1.007127
woops,3.534546,445.6004,920,0,0.940389
wuxia,3.532505,331.6635,596,0,1.077970
briki,3.532189,381.1261,785,0,1.010367
dsobo,3.532083,399.5780,817,0,0.930670
chack,3.532005,449.6108,890,0,1.034557
commy,3.531967,433.9728,910,0,1.002592
plaza,3.531962,406.2415,855,1,0.995680
gappy,3.531920,397.1503,805,0,1.044276
yoofs,3.531165,396.7978,829,0,0.956803
kissy,3.530768,401.7603,849,0,0.994600
cacky,3.530503,409.5287,836,0,1.064579
batta,3.530382,423.4510,871,0,0.966955
assai,3.530127,328.6225,631,0,1.027862
shows,3.529923,443.0397,923,0,0.981210
hough,3.529126,429.7715,906,0,0.938661
emcee,3.529117,391.6523,835,1,0.974514
imido,3.528739,391.3827,799,0,0.959179
skyrs,3.528688,367.6782,725,0,1.023974
coomb,3.526977,486.7521,1005,0,0.901080
gazal,3.525864,423.4328,886,0,0.979050
psyop,3.525104,387.4587,801,0,0.968251
dozed,3.524783,354.7693,673,0,1.102592
finny,3.524758,453.1581,941,0,1.007559
pomps,3.524537,421.2505,875,0,0.958531
cocks,3.523996,411.8726,850,0,0.973218
chook,3.523887,506.6743,1031,0,0.914687
whiss,3.522334,435.0527,905,0,0.945140
bijou,3.520933,340.6527,690,0,1.004968
basks,3.520018,393.0924,807,0,1.002160
janns,3.519699,348.2285,724,0,1.055940
smoko,3.519505,438.6847,920,0,0.938013
panax,3.519136,399.8328,844,0,0.958963
rummy,3.518710,402.5758,782,0,1.037149
ruggy,3.518609,405.1123,790,0,1.041037
gisms,3.518270,417.6056,864,0,0.912959
uncus,3.518236,375.1305,784,0,0.958963
gibli,3.517975,437.7689,910,0,0.922462
toffy,3.517620,385.4734,817,0,1.032397
kamik,3.517184,359.7948,715,0,1.029806
daffs,3.516576,338.7382,693,0,1.019222
poboy,3.516085,466.8428,968,0,0.946004
aback,3.515873,444.3832,925,1,0.946220
gippo,3.514985,394.4108,781,0,0.953564
wakas,3.514561,400.8981,842,0,0.959827
luffa,3.513849,360.4920,683,0,1.045356
cocoa,3.513241,390.8626,711,1,1.034341
pulpy,3.512913,439.3680,905,1,0.991361
bumfs,3.512427,438.5257,892,0,0.903888
zaida,3.511990,366.0013,747,0,0.999568
zouks,3.511088,388.5309,824,0,0.973650
hazan,3.510854,392.5974,834,0,0.955292
mooks,3.510385,448.1335,920,0,0.929374
nippy,3.509947,412.9974,867,0,1.000216
khoja,3.509931,351.5564,633,0,1.048380
whish,3.509196,434.9689,905,0,0.967387
jambs,3.508676,356.6855,735,0,1.011447
lolls,3.508635,379.4259,792,0,0.983801
lavvy,3.508333,380.8393,789,0,1.100864
queme,3.508111,387.9832,815,0,0.984449
galax,3.508062,421.1952,882,0,0.969762
hamba,3.506403,426.0419,877,0,0.913175
vughs,3.505761,419.5564,869,0,0.899784
goofs,3.505481,429.8415,876,0,0.929806
